run_index,key_bits,variant,traffic_class,server_cert_bytes,client_cert_bytes,sessions_ok,sessions_fail,latency_mean_ms,latency_median_ms,latency_p95_ms,latency_p99_ms,latency_std_ms,ingress_packets,egress_packets,matched_packets,unmatched_ingress,unmatched_egress,drop_rate_pct,rst_ingress,rst_egress
1,2048,forward,opcua_opn,1142,1132,1,0,0.396013,0.396013,0.431061,0.431061,0.049565,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,2048,forward,opcua_other,1142,1132,1,0,0.353416,0.336885,0.560045,0.560045,0.100034,9.000000,9.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,2048,forward,opcua_all_4840,1142,1132,1,0,0.364040,0.327826,1.074076,1.074076,0.198833,19.000000,19.000000,19.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,2048,extraction,opcua_opn,1142,1132,1,0,0.631571,0.631571,0.657082,0.657082,0.036078,2.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,2048,extraction,opcua_other,1142,1132,1,0,0.386318,0.391960,0.536919,0.536919,0.083287,9.000000,9.000000,9.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,2048,extraction,opcua_all_4840,1142,1132,1,0,0.396073,0.347018,0.742912,0.743151,0.176945,20.000000,20.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000
